Row_ID,Order_ID,Product_ID,Category,Sub_Category,Segment
16099,IT-2013-5691714,FUR-BO-10000596,Furniture,Bookcases,Consumer
42557,KG-2013-4920,OFF-TEN-10002835,Office Supplies,Storage,Corporate
30211,ID-2013-22725,TEC-MA-10004298,Technology,Machines,Consumer
5139,US-2013-130855,TEC-AC-10001756,Technology,Accessories,Consumer
5140,US-2013-130855,OFF-AR-10003914,Office Supplies,Art,Consumer
42556,KG-2013-4920,OFF-BOS-10002472,Office Supplies,Art,Corporate
3477,MX-2013-156454,OFF-PA-10000752,Office Supplies,Paper,Home Office
5143,US-2013-130855,FUR-FU-10004339,Furniture,Furnishings,Consumer
5142,US-2013-130855,OFF-BI-10002727,Office Supplies,Binders,Consumer
778,MX-2013-156538,OFF-EN-10002372,Office Supplies,Envelopes,Consumer
30213,ID-2013-22725,OFF-PA-10002479,Office Supplies,Paper,Consumer
42595,SF-2013-3760,OFF-ELD-10000124,Office Supplies,Storage,Consumer
11745,ES-2013-4636080,OFF-PA-10000423,Office Supplies,Paper,Home Office
30215,ID-2013-22725,OFF-PA-10000579,Office Supplies,Paper,Consumer
38148,US-2013-100461,OFF-BI-10001460,Office Supplies,Binders,Corporate
49246,TU-2013-3700,OFF-ELD-10004625,Office Supplies,Storage,Consumer
4297,MX-2013-141866,OFF-ST-10000880,Office Supplies,Storage,Corporate
553,MX-2013-154228,OFF-EN-10001861,Office Supplies,Envelopes,Corporate
42596,SF-2013-3760,OFF-SME-10001745,Office Supplies,Storage,Consumer
39105,US-2013-137295,OFF-AR-10001955,Office Supplies,Art,Consumer
39104,US-2013-137295,OFF-BI-10004236,Office Supplies,Binders,Consumer
39106,US-2013-137295,TEC-PH-10004080,Technology,Phones,Consumer
30214,ID-2013-22725,OFF-FA-10001072,Office Supplies,Fasteners,Consumer
45941,CM-2013-3040,OFF-SME-10001718,Office Supplies,Storage,Corporate
49245,TU-2013-3700,OFF-HON-10003010,Office Supplies,Labels,Consumer
30212,ID-2013-22725,OFF-LA-10001764,Office Supplies,Labels,Consumer
47566,MO-2013-60,OFF-HOO-10001783,Office Supplies,Appliances,Corporate
47567,MO-2013-60,TEC-CIS-10001938,Technology,Phones,Corporate
26227,IN-2013-28892,TEC-CO-10001626,Technology,Copiers,Consumer
26228,IN-2013-28892,FUR-BO-10001216,Furniture,Bookcases,Consumer
30787,IN-2013-85340,FUR-CH-10003312,Furniture,Chairs,Consumer
44296,IV-2013-2160,TEC-HEW-10003829,Technology,Copiers,Consumer
47568,MO-2013-60,FUR-SAU-10004221,Furniture,Bookcases,Corporate
26226,IN-2013-28892,FUR-BO-10003046,Furniture,Bookcases,Consumer
26979,IN-2013-36802,FUR-CH-10004331,Furniture,Chairs,Corporate
39679,CA-2013-163048,FUR-CH-10001270,Furniture,Chairs,Corporate
26981,IN-2013-36802,FUR-CH-10003822,Furniture,Chairs,Corporate
17254,IT-2013-3257215,TEC-AC-10002738,Technology,Accessories,Consumer
20146,ES-2013-5675257,OFF-EN-10003361,Office Supplies,Envelopes,Consumer
13104,ES-2013-5507103,OFF-SU-10001879,Office Supplies,Supplies,Home Office
3651,MX-2013-101266,TEC-PH-10000960,Technology,Phones,Consumer
13106,ES-2013-5507103,FUR-FU-10001890,Furniture,Furnishings,Home Office
43737,TU-2013-6530,TEC-STA-10003330,Technology,Machines,Consumer
13105,ES-2013-5507103,OFF-BI-10001621,Office Supplies,Binders,Home Office
33124,CA-2013-109344,TEC-PH-10002624,Technology,Phones,Home Office
41524,CG-2013-5440,OFF-BOS-10001711,Office Supplies,Art,Corporate
6438,MX-2013-164833,OFF-BI-10001183,Office Supplies,Binders,Consumer
43739,TU-2013-6530,OFF-BIN-10002061,Office Supplies,Art,Consumer
44297,IV-2013-2160,OFF-AVE-10004512,Office Supplies,Binders,Consumer
17255,IT-2013-3257215,OFF-LA-10004050,Office Supplies,Labels,Consumer
26980,IN-2013-36802,OFF-AR-10003875,Office Supplies,Art,Corporate
43738,TU-2013-6530,OFF-HAR-10004099,Office Supplies,Labels,Consumer
13847,IT-2013-3085011,FUR-CH-10003365,Furniture,Chairs,Corporate
13846,IT-2013-3085011,TEC-PH-10003492,Technology,Phones,Corporate
6447,MX-2013-161781,FUR-BO-10002992,Furniture,Bookcases,Corporate
19957,ES-2013-4495074,TEC-MA-10001881,Technology,Machines,Home Office
27980,IN-2013-15396,TEC-PH-10001670,Technology,Phones,Corporate
44543,MO-2013-6910,OFF-HAM-10003663,Office Supplies,Appliances,Consumer
22081,ID-2013-19960,TEC-CO-10003354,Technology,Copiers,Consumer
13169,ES-2013-1446055,OFF-AP-10002872,Office Supplies,Appliances,Corporate
27979,IN-2013-15396,FUR-CH-10000117,Furniture,Chairs,Corporate
48380,AG-2013-5140,TEC-MEM-10004014,Technology,Accessories,Consumer
4048,MX-2013-143119,OFF-SU-10001080,Office Supplies,Supplies,Consumer
44544,MO-2013-6910,TEC-EPS-10000689,Technology,Machines,Consumer
49166,IZ-2013-9650,OFF-GRE-10004604,Office Supplies,Paper,Consumer
13168,ES-2013-1446055,OFF-AR-10000594,Office Supplies,Art,Corporate
13170,ES-2013-1446055,FUR-FU-10000567,Furniture,Furnishings,Corporate
19955,ES-2013-4495074,OFF-EN-10002015,Office Supplies,Envelopes,Home Office
18164,ES-2013-1526338,OFF-EN-10000543,Office Supplies,Envelopes,Home Office
15802,ES-2013-5662945,OFF-AR-10000444,Office Supplies,Art,Home Office
19956,ES-2013-4495074,OFF-LA-10004753,Office Supplies,Labels,Home Office
7278,MX-2013-151141,OFF-AR-10002535,Office Supplies,Art,Consumer
48381,AG-2013-5140,OFF-ELD-10003918,Office Supplies,Storage,Consumer
14650,IT-2013-3789864,OFF-AR-10003384,Office Supplies,Art,Consumer
6634,MX-2013-155236,OFF-SU-10004650,Office Supplies,Supplies,Home Office
32135,US-2013-137547,TEC-PH-10002365,Technology,Phones,Corporate
14325,ES-2013-4790317,OFF-LA-10000379,Office Supplies,Labels,Home Office
3283,MX-2013-136224,OFF-SU-10001722,Office Supplies,Supplies,Home Office
32050,CA-2013-110499,TEC-CO-10002095,Technology,Copiers,Corporate
27813,ID-2013-52643,FUR-TA-10002638,Furniture,Tables,Consumer
19641,ES-2013-3568872,TEC-AC-10003506,Technology,Accessories,Corporate
27812,ID-2013-52643,OFF-AP-10001956,Office Supplies,Appliances,Consumer
27815,ID-2013-52643,FUR-TA-10001327,Furniture,Tables,Consumer
36031,CA-2013-120530,FUR-CH-10000454,Furniture,Chairs,Corporate
17701,ES-2013-3823615,FUR-CH-10002830,Furniture,Chairs,Consumer
27811,ID-2013-52643,FUR-TA-10001359,Furniture,Tables,Consumer
27814,ID-2013-52643,OFF-ST-10004583,Office Supplies,Storage,Consumer
2166,US-2013-159359,TEC-PH-10001076,Technology,Phones,Consumer
2160,MX-2013-102694,TEC-AC-10003159,Technology,Accessories,Consumer
2164,US-2013-159359,FUR-BO-10000891,Furniture,Bookcases,Consumer
4925,US-2013-147991,TEC-AC-10002712,Technology,Accessories,Home Office
45843,IR-2013-5740,OFF-ROG-10004949,Office Supplies,Storage,Consumer
10582,ES-2013-3867083,FUR-FU-10003069,Furniture,Furnishings,Consumer
40665,CA-2013-154998,OFF-PA-10004243,Office Supplies,Paper,Corporate
11739,ES-2013-5788188,OFF-BI-10000341,Office Supplies,Binders,Home Office
2167,US-2013-159359,FUR-CH-10001455,Furniture,Chairs,Consumer
2165,US-2013-159359,TEC-AC-10000335,Technology,Accessories,Consumer
11740,ES-2013-5788188,OFF-SU-10001633,Office Supplies,Supplies,Home Office
4011,MX-2013-142531,OFF-PA-10003513,Office Supplies,Paper,Consumer
2163,US-2013-159359,FUR-BO-10001781,Furniture,Bookcases,Consumer
4012,MX-2013-142531,TEC-AC-10000575,Technology,Accessories,Consumer
2161,US-2013-159359,FUR-CH-10004652,Furniture,Chairs,Consumer
4095,US-2013-118605,OFF-ST-10000290,Office Supplies,Storage,Consumer
41232,CA-2013-114405,OFF-ST-10001627,Office Supplies,Storage,Consumer
19640,ES-2013-3568872,OFF-LA-10003058,Office Supplies,Labels,Corporate
4927,US-2013-147991,FUR-FU-10004013,Furniture,Furnishings,Home Office
4926,US-2013-147991,OFF-SU-10002423,Office Supplies,Supplies,Home Office
41231,CA-2013-114405,OFF-AP-10003278,Office Supplies,Appliances,Consumer
2162,US-2013-159359,FUR-FU-10003408,Furniture,Furnishings,Consumer
4924,US-2013-147991,FUR-CH-10000677,Furniture,Chairs,Home Office
39813,CA-2013-132899,OFF-AR-10002833,Office Supplies,Art,Consumer
33479,CA-2013-128818,TEC-MA-10000488,Technology,Machines,Consumer
9618,MX-2013-128986,FUR-CH-10002653,Furniture,Chairs,Consumer
31122,IN-2013-86488,FUR-BO-10001835,Furniture,Bookcases,Consumer
28600,IN-2013-65222,TEC-CO-10001703,Technology,Copiers,Consumer
29150,IN-2013-15102,OFF-AP-10001621,Office Supplies,Appliances,Home Office
24040,ID-2013-47421,FUR-FU-10003012,Furniture,Furnishings,Consumer
33478,CA-2013-128818,FUR-CH-10002084,Furniture,Chairs,Consumer
49171,SG-2013-9490,TEC-STA-10001994,Technology,Machines,Consumer
31123,IN-2013-86488,FUR-CH-10002923,Furniture,Chairs,Consumer
14001,ES-2013-3303400,TEC-CO-10001567,Technology,Copiers,Corporate
44231,NI-2013-7990,FUR-OFF-10002542,Furniture,Chairs,Consumer
15028,ES-2013-5628468,FUR-CH-10002610,Furniture,Chairs,Consumer
24280,IN-2013-71319,TEC-AC-10003734,Technology,Accessories,Consumer
16628,ES-2013-5002794,OFF-ST-10001222,Office Supplies,Storage,Consumer
24039,ID-2013-47421,OFF-BI-10000389,Office Supplies,Binders,Consumer
33480,CA-2013-128818,TEC-AC-10001767,Technology,Accessories,Consumer
49170,SG-2013-9490,FUR-DAN-10001993,Furniture,Bookcases,Consumer
14000,ES-2013-3303400,OFF-ST-10000085,Office Supplies,Storage,Corporate
42858,TU-2013-8610,FUR-BUS-10002040,Furniture,Bookcases,Consumer
27326,IN-2013-44740,OFF-PA-10004115,Office Supplies,Paper,Consumer
28598,IN-2013-65222,OFF-EN-10004885,Office Supplies,Envelopes,Consumer
15027,ES-2013-5628468,OFF-EN-10002465,Office Supplies,Envelopes,Consumer
9619,MX-2013-128986,OFF-ST-10000560,Office Supplies,Storage,Consumer
29780,IN-2013-71774,OFF-PA-10001006,Office Supplies,Paper,Corporate
27327,IN-2013-44740,OFF-EN-10000315,Office Supplies,Envelopes,Consumer
24281,IN-2013-71319,OFF-LA-10001548,Office Supplies,Labels,Consumer
31121,IN-2013-86488,OFF-BI-10003879,Office Supplies,Binders,Consumer
22263,ID-2013-63640,OFF-LA-10000624,Office Supplies,Labels,Consumer
22264,ID-2013-63640,OFF-SU-10002547,Office Supplies,Supplies,Consumer
28599,IN-2013-65222,FUR-CH-10003282,Furniture,Chairs,Consumer
16627,ES-2013-5002794,TEC-PH-10003601,Technology,Phones,Consumer
16626,ES-2013-5002794,OFF-EN-10000694,Office Supplies,Envelopes,Consumer
27325,IN-2013-44740,FUR-FU-10002933,Furniture,Furnishings,Consumer
27328,IN-2013-44740,OFF-SU-10001731,Office Supplies,Supplies,Consumer
33481,CA-2013-128818,FUR-FU-10001940,Furniture,Furnishings,Consumer
20831,IN-2013-34058,OFF-AR-10001602,Office Supplies,Art,Home Office
33476,CA-2013-128818,OFF-BI-10000309,Office Supplies,Binders,Consumer
42857,TU-2013-8610,OFF-BIC-10004826,Office Supplies,Art,Consumer
27324,IN-2013-44740,OFF-SU-10003651,Office Supplies,Supplies,Consumer
42856,TU-2013-8610,FUR-DEF-10002774,Furniture,Furnishings,Consumer
28597,IN-2013-65222,OFF-BI-10004685,Office Supplies,Binders,Consumer
47277,MZ-2013-2610,OFF-AVE-10000909,Office Supplies,Labels,Corporate
33477,CA-2013-128818,OFF-LA-10003923,Office Supplies,Labels,Consumer
23257,IN-2013-41975,FUR-CH-10002061,Furniture,Chairs,Home Office
17806,IT-2013-2634279,FUR-TA-10004634,Furniture,Tables,Consumer
21238,IN-2013-33400,FUR-TA-10000222,Furniture,Tables,Consumer
23258,IN-2013-41975,TEC-MA-10003084,Technology,Machines,Home Office
2755,MX-2013-141642,FUR-FU-10000065,Furniture,Furnishings,Corporate
16802,ES-2013-2023938,TEC-PH-10003960,Technology,Phones,Consumer
16800,ES-2013-2023938,OFF-AR-10002165,Office Supplies,Art,Consumer
19110,ES-2013-4242041,TEC-MA-10001335,Technology,Machines,Consumer
8360,MX-2013-128069,TEC-MA-10000240,Technology,Machines,Consumer
16803,ES-2013-2023938,FUR-FU-10001950,Furniture,Furnishings,Consumer
24393,IN-2013-19624,OFF-PA-10004946,Office Supplies,Paper,Home Office
49261,TU-2013-1100,TEC-HEW-10002435,Technology,Copiers,Home Office
2754,MX-2013-141642,OFF-AR-10003691,Office Supplies,Art,Corporate
9209,MX-2013-112683,FUR-FU-10004998,Furniture,Furnishings,Corporate
49262,TU-2013-1100,FUR-SAF-10003160,Furniture,Chairs,Home Office
24392,IN-2013-19624,FUR-FU-10001477,Furniture,Furnishings,Home Office
43327,SF-2013-1720,FUR-SAF-10002400,Furniture,Bookcases,Corporate
25043,ID-2013-39126,TEC-CO-10001391,Technology,Copiers,Consumer
34445,CA-2013-120558,OFF-PA-10003441,Office Supplies,Paper,Home Office
19111,ES-2013-4242041,OFF-BI-10004712,Office Supplies,Binders,Consumer
42032,TU-2013-1630,FUR-ADV-10002632,Furniture,Furnishings,Consumer
16801,ES-2013-2023938,OFF-BI-10002799,Office Supplies,Binders,Consumer
29776,ID-2013-37229,OFF-FA-10001838,Office Supplies,Fasteners,Home Office
17738,ES-2013-1649379,OFF-PA-10000450,Office Supplies,Paper,Home Office
26845,IN-2013-55184,OFF-BI-10004140,Office Supplies,Binders,Consumer
40879,CA-2013-107475,OFF-FA-10002988,Office Supplies,Fasteners,Home Office
44798,KE-2013-5600,OFF-STA-10004163,Office Supplies,Art,Corporate
49260,TU-2013-1100,OFF-STI-10001743,Office Supplies,Supplies,Home Office
34873,CA-2013-103163,OFF-BI-10003305,Office Supplies,Binders,Home Office
42033,TU-2013-1630,OFF-CAR-10003373,Office Supplies,Binders,Consumer
44797,KE-2013-5600,OFF-CAR-10001746,Office Supplies,Binders,Corporate
34874,CA-2013-103163,OFF-PA-10004000,Office Supplies,Paper,Home Office
12121,ES-2013-4779701,OFF-AP-10004512,Office Supplies,Appliances,Consumer
16980,ES-2013-1218192,TEC-PH-10002035,Technology,Phones,Consumer
16979,ES-2013-1218192,TEC-CO-10004034,Technology,Copiers,Consumer
16056,ES-2013-1183139,OFF-SU-10001578,Office Supplies,Supplies,Home Office
24101,IN-2013-64452,FUR-BO-10000670,Furniture,Bookcases,Corporate
35279,CA-2013-135265,FUR-CH-10003061,Furniture,Chairs,Consumer
24098,IN-2013-64452,OFF-ST-10003953,Office Supplies,Storage,Corporate
24104,IN-2013-64452,FUR-FU-10001942,Furniture,Furnishings,Corporate
5659,MX-2013-146164,TEC-AC-10002308,Technology,Accessories,Home Office
7888,MX-2013-134985,OFF-AP-10001797,Office Supplies,Appliances,Consumer
35280,CA-2013-135265,TEC-CO-10003763,Technology,Copiers,Consumer
5520,MX-2013-114825,FUR-BO-10000378,Furniture,Bookcases,Corporate
46074,TU-2013-6990,FUR-HON-10001689,Furniture,Chairs,Corporate
33095,CA-2013-100965,FUR-FU-10003039,Furniture,Furnishings,Consumer
5521,MX-2013-114825,FUR-CH-10002653,Furniture,Chairs,Corporate
33671,CA-2013-159940,FUR-CH-10000785,Furniture,Chairs,Corporate
7793,MX-2013-160787,OFF-BI-10002727,Office Supplies,Binders,Corporate
16981,ES-2013-1218192,TEC-AC-10004203,Technology,Accessories,Consumer
5519,MX-2013-114825,TEC-AC-10001948,Technology,Accessories,Corporate
35281,CA-2013-135265,OFF-PA-10002923,Office Supplies,Paper,Consumer
16982,ES-2013-1218192,OFF-ST-10001999,Office Supplies,Storage,Consumer
37821,CA-2013-129308,TEC-PH-10002310,Technology,Phones,Home Office
16978,ES-2013-1218192,OFF-AR-10004492,Office Supplies,Art,Consumer
24103,IN-2013-64452,FUR-FU-10000482,Furniture,Furnishings,Corporate
24100,IN-2013-64452,FUR-FU-10003094,Furniture,Furnishings,Corporate
24102,IN-2013-64452,TEC-AC-10001463,Technology,Accessories,Corporate
32021,CA-2013-114713,OFF-SU-10004664,Office Supplies,Supplies,Corporate
7794,MX-2013-160787,OFF-FA-10000447,Office Supplies,Fasteners,Corporate
46073,TU-2013-6990,TEC-MOT-10002372,Technology,Phones,Corporate
50028,TU-2013-1120,OFF-STA-10004108,Office Supplies,Art,Home Office
33670,CA-2013-159940,OFF-PA-10001609,Office Supplies,Paper,Corporate
50030,TU-2013-1120,OFF-CAR-10003030,Office Supplies,Binders,Home Office
33668,CA-2013-159940,FUR-FU-10004973,Furniture,Furnishings,Corporate
40094,CA-2013-106397,OFF-AR-10004602,Office Supplies,Art,Consumer
7575,MX-2013-134194,OFF-EN-10003939,Office Supplies,Envelopes,Consumer
7574,MX-2013-134194,TEC-AC-10003105,Technology,Accessories,Consumer
42819,NI-2013-2590,OFF-ACM-10003278,Office Supplies,Supplies,Consumer
50029,TU-2013-1120,OFF-BOS-10001576,Office Supplies,Art,Home Office
46075,TU-2013-6990,OFF-BIC-10004557,Office Supplies,Art,Corporate
24099,IN-2013-64452,OFF-BI-10000305,Office Supplies,Binders,Corporate
5522,MX-2013-114825,OFF-BI-10001613,Office Supplies,Binders,Corporate
37823,CA-2013-129308,OFF-BI-10001308,Office Supplies,Binders,Home Office
12122,ES-2013-4779701,FUR-FU-10001495,Furniture,Furnishings,Consumer
37820,CA-2013-129308,OFF-LA-10002945,Office Supplies,Labels,Home Office
7576,MX-2013-134194,OFF-BI-10002483,Office Supplies,Binders,Consumer
40093,CA-2013-106397,OFF-PA-10003441,Office Supplies,Paper,Consumer
42818,NI-2013-2590,OFF-OIC-10004253,Office Supplies,Fasteners,Consumer
37822,CA-2013-129308,OFF-BI-10001525,Office Supplies,Binders,Home Office
33669,CA-2013-159940,OFF-FA-10000936,Office Supplies,Fasteners,Corporate
44376,CG-2013-1800,TEC-SHA-10000244,Technology,Copiers,Consumer
13450,ES-2013-5782100,FUR-CH-10002647,Furniture,Chairs,Corporate
2443,US-2013-131296,TEC-CO-10003160,Technology,Copiers,Consumer
16976,ES-2013-2523030,OFF-ST-10001050,Office Supplies,Storage,Consumer
10949,ES-2013-2616819,FUR-CH-10000213,Furniture,Chairs,Corporate
48794,SF-2013-9870,TEC-SAM-10001843,Technology,Phones,Corporate
43566,UP-2013-9460,OFF-FEL-10002867,Office Supplies,Storage,Consumer
99,US-2013-125892,FUR-CH-10004725,Furniture,Chairs,Consumer
15407,ES-2013-1380947,OFF-BI-10000538,Office Supplies,Binders,Consumer
43794,BO-2013-1280,OFF-HAM-10003628,Office Supplies,Appliances,Consumer
9717,MX-2013-104241,OFF-ST-10002510,Office Supplies,Storage,Home Office
10947,ES-2013-2616819,FUR-FU-10004527,Furniture,Furnishings,Corporate
27553,IN-2013-58915,OFF-PA-10003115,Office Supplies,Paper,Home Office
100,US-2013-125892,OFF-PA-10003224,Office Supplies,Paper,Consumer
50742,MZ-2013-6890,FUR-HAR-10001792,Furniture,Chairs,Consumer
44375,CG-2013-1800,OFF-TEN-10003127,Office Supplies,Storage,Consumer
27552,IN-2013-58915,FUR-CH-10001203,Furniture,Chairs,Home Office
10093,US-2013-161025,FUR-CH-10004801,Furniture,Chairs,Consumer
43792,BO-2013-1280,OFF-ACC-10004008,Office Supplies,Binders,Consumer
25921,IN-2013-18105,OFF-PA-10003511,Office Supplies,Paper,Consumer
25923,IN-2013-18105,OFF-SU-10000789,Office Supplies,Supplies,Consumer
46241,LY-2013-4320,TEC-NOK-10001844,Technology,Phones,Consumer
10094,US-2013-161025,OFF-PA-10001085,Office Supplies,Paper,Consumer
13449,ES-2013-5782100,OFF-BI-10003397,Office Supplies,Binders,Corporate
10948,ES-2013-2616819,OFF-ST-10004035,Office Supplies,Storage,Corporate
46242,LY-2013-4320,FUR-ELD-10003695,Furniture,Furnishings,Consumer
13448,ES-2013-5782100,OFF-LA-10001284,Office Supplies,Labels,Corporate
16975,ES-2013-2523030,OFF-LA-10003390,Office Supplies,Labels,Consumer
43793,BO-2013-1280,OFF-KLE-10000228,Office Supplies,Supplies,Consumer
13451,ES-2013-5782100,OFF-BI-10002083,Office Supplies,Binders,Corporate
25922,IN-2013-18105,OFF-AR-10004138,Office Supplies,Art,Consumer
43565,UP-2013-9460,OFF-ACC-10004182,Office Supplies,Binders,Consumer
37879,CA-2013-148516,TEC-AC-10003610,Technology,Accessories,Corporate
20263,ES-2013-3584378,OFF-BI-10002354,Office Supplies,Binders,Corporate
20262,ES-2013-3584378,OFF-BI-10001754,Office Supplies,Binders,Corporate
48793,SF-2013-9870,OFF-WIL-10000390,Office Supplies,Binders,Corporate
6505,US-2013-137848,OFF-EN-10003507,Office Supplies,Envelopes,Corporate
1204,MX-2013-158715,FUR-TA-10003663,Furniture,Tables,Consumer
28819,ID-2013-68022,OFF-SU-10003789,Office Supplies,Supplies,Corporate
36047,CA-2013-127649,TEC-MA-10001972,Technology,Machines,Corporate
15216,ES-2013-2341157,TEC-CO-10004147,Technology,Copiers,Corporate
21651,IN-2013-44187,FUR-CH-10001415,Furniture,Chairs,Home Office
19491,ES-2013-2905051,TEC-AC-10002017,Technology,Accessories,Consumer
7465,MX-2013-157875,OFF-AP-10003979,Office Supplies,Appliances,Consumer
6150,MX-2013-121272,TEC-PH-10000018,Technology,Phones,Consumer
19490,ES-2013-2905051,FUR-BO-10004914,Furniture,Bookcases,Consumer
28729,ID-2013-65852,FUR-BO-10001212,Furniture,Bookcases,Home Office
3563,MX-2013-124667,OFF-AR-10002824,Office Supplies,Art,Corporate
21447,IN-2013-34107,FUR-CH-10004082,Furniture,Chairs,Consumer
19489,ES-2013-2905051,OFF-PA-10001497,Office Supplies,Paper,Consumer
3217,US-2013-111598,FUR-CH-10004277,Furniture,Chairs,Consumer
3063,MX-2013-115084,FUR-BO-10003043,Furniture,Bookcases,Corporate
17579,ES-2013-1149984,TEC-PH-10004450,Technology,Phones,Consumer
20491,IN-2013-49633,OFF-SU-10002445,Office Supplies,Supplies,Home Office
9018,MX-2013-127649,OFF-AR-10003321,Office Supplies,Art,Consumer
19493,ES-2013-2905051,OFF-BI-10001138,Office Supplies,Binders,Consumer
42505,MO-2013-7500,FUR-SAF-10002314,Furniture,Chairs,Corporate
19488,ES-2013-2905051,OFF-ST-10002399,Office Supplies,Storage,Consumer
39303,CA-2013-139808,OFF-FA-10001883,Office Supplies,Fasteners,Consumer
6271,MX-2013-164448,OFF-EN-10001939,Office Supplies,Envelopes,Consumer
9017,MX-2013-127649,FUR-FU-10000790,Furniture,Furnishings,Consumer
9016,MX-2013-127649,OFF-SU-10003749,Office Supplies,Supplies,Consumer
19492,ES-2013-2905051,OFF-BI-10003999,Office Supplies,Binders,Consumer
7466,MX-2013-157875,OFF-BI-10000280,Office Supplies,Binders,Consumer
34745,CA-2013-162614,OFF-BI-10004001,Office Supplies,Binders,Consumer
36300,CA-2013-155033,OFF-PA-10000143,Office Supplies,Paper,Consumer
45686,ML-2013-1310,OFF-ACC-10001703,Office Supplies,Binders,Home Office
3062,MX-2013-115084,OFF-BI-10004148,Office Supplies,Binders,Corporate
37673,CA-2013-163216,OFF-LA-10000134,Office Supplies,Labels,Home Office
5182,US-2013-151008,TEC-CO-10003655,Technology,Copiers,Consumer
6205,MX-2013-128741,TEC-AC-10003955,Technology,Accessories,Consumer
37166,CA-2013-152247,FUR-CH-10001215,Furniture,Chairs,Home Office
7828,MX-2013-106670,TEC-AC-10000376,Technology,Accessories,Corporate
41835,RS-2013-3300,OFF-SME-10000746,Office Supplies,Storage,Home Office
6203,MX-2013-128741,OFF-AP-10004958,Office Supplies,Appliances,Consumer
39360,CA-2013-132997,TEC-PH-10003811,Technology,Phones,Consumer
7829,MX-2013-106670,FUR-BO-10001498,Furniture,Bookcases,Corporate
25280,IN-2013-36130,TEC-CO-10000663,Technology,Copiers,Consumer
2236,US-2013-143098,OFF-ST-10001393,Office Supplies,Storage,Corporate
44345,IV-2013-9500,OFF-ROG-10003898,Office Supplies,Storage,Consumer
40340,CA-2013-168830,TEC-AC-10003911,Technology,Accessories,Corporate
13445,IT-2013-1595868,FUR-BO-10004914,Furniture,Bookcases,Consumer
5180,US-2013-151008,TEC-AC-10002799,Technology,Accessories,Consumer
3059,MX-2013-168879,TEC-AC-10003927,Technology,Accessories,Corporate
44344,IV-2013-9500,FUR-DAN-10003011,Furniture,Bookcases,Consumer
39359,CA-2013-132997,TEC-PH-10000586,Technology,Phones,Consumer
44970,NG-2013-6850,TEC-BEL-10004386,Technology,Accessories,Corporate
2235,US-2013-143098,TEC-PH-10002483,Technology,Phones,Corporate
6206,MX-2013-128741,FUR-CH-10001455,Furniture,Chairs,Consumer
6204,MX-2013-128741,TEC-CO-10001264,Technology,Copiers,Consumer
39363,CA-2013-132997,OFF-BI-10004318,Office Supplies,Binders,Consumer
29529,IN-2013-48975,OFF-ST-10002161,Office Supplies,Storage,Consumer
39509,CA-2013-116337,OFF-ST-10001272,Office Supplies,Storage,Consumer
25281,IN-2013-36130,OFF-EN-10002784,Office Supplies,Envelopes,Consumer
3060,MX-2013-168879,TEC-PH-10003182,Technology,Phones,Corporate
16459,ES-2013-4232414,FUR-CH-10002378,Furniture,Chairs,Corporate
13446,IT-2013-1595868,TEC-AC-10001032,Technology,Accessories,Consumer
25133,IN-2013-67014,FUR-FU-10004464,Furniture,Furnishings,Consumer
5181,US-2013-151008,OFF-PA-10003708,Office Supplies,Paper,Consumer
34357,CA-2013-144554,TEC-AC-10002800,Technology,Accessories,Corporate
42738,BO-2013-2880,OFF-STA-10000247,Office Supplies,Art,Corporate
10337,IT-2013-2373016,OFF-AR-10000823,Office Supplies,Art,Corporate
25282,IN-2013-36130,OFF-PA-10003686,Office Supplies,Paper,Consumer
39362,CA-2013-132997,OFF-ST-10003479,Office Supplies,Storage,Consumer
32140,CA-2013-161669,OFF-BI-10001636,Office Supplies,Binders,Corporate
29528,IN-2013-48975,OFF-SU-10000649,Office Supplies,Supplies,Consumer
41012,CA-2013-116379,OFF-BI-10001543,Office Supplies,Binders,Consumer
22940,IN-2013-26911,OFF-PA-10003686,Office Supplies,Paper,Home Office
25131,IN-2013-67014,OFF-SU-10003723,Office Supplies,Supplies,Consumer
48316,EG-2013-8260,OFF-BOS-10002558,Office Supplies,Art,Consumer
16196,ES-2013-1121754,OFF-BI-10001685,Office Supplies,Binders,Corporate
31460,CA-2013-113817,OFF-BI-10004002,Office Supplies,Binders,Consumer
39508,CA-2013-116337,FUR-FU-10002030,Furniture,Furnishings,Consumer
36140,US-2013-139388,OFF-FA-10004968,Office Supplies,Fasteners,Consumer
32139,CA-2013-161669,OFF-BI-10001294,Office Supplies,Binders,Corporate
4075,MX-2013-127502,OFF-EN-10004183,Office Supplies,Envelopes,Consumer
41868,UP-2013-7260,OFF-GLO-10003496,Office Supplies,Envelopes,Consumer
10335,IT-2013-2373016,OFF-SU-10003907,Office Supplies,Supplies,Corporate
10336,IT-2013-2373016,OFF-BI-10001249,Office Supplies,Binders,Corporate
9665,MX-2013-116624,OFF-LA-10004320,Office Supplies,Labels,Home Office
42739,BO-2013-2880,OFF-EAT-10001933,Office Supplies,Paper,Corporate
39361,CA-2013-132997,OFF-PA-10004983,Office Supplies,Paper,Consumer
9664,MX-2013-116624,OFF-EN-10002710,Office Supplies,Envelopes,Home Office
32142,CA-2013-161669,OFF-LA-10004093,Office Supplies,Labels,Corporate
46194,CA-2013-5590,OFF-ROG-10000332,Office Supplies,Storage,Consumer
