Row_ID,Sales,Quantity,Profit,cost_price,Months,years
32024,182.72,8,84.0512,98.6688,4,2013
43987,389.79,1,11.67,378.12,4,2013
48187,141.63,1,36.81,104.82,4,2013
32025,400.032,2,-153.3456,553.3776,4,2013
50285,294.57,6,-540.09,834.66,4,2013
22593,199.665,2,2.625,197.04,4,2013
2216,191.85552,2,74.57552,117.28,4,2013
45962,136.59,1,38.22,98.37,4,2013
17938,387.9825,5,-27.5175,415.5,4,2013
15966,213.228,3,-143.982,357.21,4,2013
13138,291.96,6,52.38,239.58,4,2013
17939,261.09,9,28.62,232.47,4,2013
810,152.32,7,36.54,115.78,4,2013
35494,394.816,4,93.7688,301.0472,4,2013
17998,62.1,5,14.85,47.25,4,2013
17450,232.95,5,34.8,198.15,4,2013
43986,166.68,2,69.96,96.72,4,2013
10472,49.32,1,4.92,44.4,4,2013
3760,183.92,2,51.48,132.44,4,2013
22610,152.442,3,5.022,147.42,4,2013
30420,112.8,8,46.08,66.72,4,2013
48188,46.17,1,12,34.17,4,2013
43567,81.69,1,4.89,76.8,4,2013
5773,130.24,4,52.08,78.16,4,2013
32026,33.63,3,10.089,23.541,4,2013
13142,114.78,2,5.7,109.08,4,2013
50895,160.5,10,15.9,144.6,4,2013
12172,206.01,9,32.94,173.07,4,2013
39207,48.72,3,7.308,41.412,4,2013
3429,41.74,1,11.26,30.48,4,2013
22236,148.32,3,32.58,115.74,4,2013
30262,37.44,4,-18,55.44,4,2013
2215,243.1,5,43.7,199.4,4,2013
13140,97.2,2,41.76,55.44,4,2013
17451,45.45,3,6.3,39.15,4,2013
102,39.4,5,5.1,34.3,4,2013
3761,44,5,9.6,34.4,4,2013
3383,28.3,5,6.7,21.6,4,2013
37127,29.98,1,8.0946,21.8854,4,2013
22609,44.064,1,-2.946,47.01,4,2013
8043,56.5,5,18.6,37.9,4,2013
22741,43.47,1,2.58,40.89,4,2013
13141,40.77,3,20.34,20.43,4,2013
39206,21.92,8,5.9184,16.0016,4,2013
43985,24.09,1,4.56,19.53,4,2013
13139,37.86,2,13.62,24.24,4,2013
48186,14.76,1,2.34,12.42,4,2013
42015,218.544,4,-327.816,546.36,4,2013
35495,18.192,4,-14.5536,32.7456,4,2013
10096,15.76,5,-18.54,34.3,4,2013
32028,6.3,2,3.024,3.276,4,2013
811,14.12,2,1.24,12.88,4,2013
18760,2756.943,7,1163.883,1593.06,5,2013
21045,1232.352,3,107.802,1124.55,5,2013
21047,757.5,5,151.5,606,5,2013
32159,191.472,6,40.6878,150.7842,5,2013
21046,265.5,5,45,220.5,5,2013
20384,84.159,3,-6.561,90.72,5,2013
45290,207.12,4,76.56,130.56,5,2013
32161,59.184,2,5.1786,54.0054,5,2013
28854,63.9975,5,-35.1525,99.15,5,2013
18761,39.72,2,17.82,21.9,5,2013
795,101.376,3,-27.084,128.46,5,2013
796,31.428,3,-19.392,50.82,5,2013
32160,5.248,2,0.5904,4.6576,5,2013
26341,3709.395,9,-288.765,3998.16,5,2013
50593,2615.94,6,1072.44,1543.5,5,2013
12134,2842.83,9,255.69,2587.14,5,2013
18535,993.66,4,-655.86,1649.52,5,2013
32686,484.83,3,126.0558,358.7742,5,2013
50592,415.62,2,182.82,232.8,5,2013
12133,876.3,2,227.82,648.48,5,2013
32689,342.37,7,160.9139,181.4561,5,2013
32684,167.96,2,78.9412,89.0188,5,2013
26339,344.682,2,34.422,310.26,5,2013
32683,239.98,2,52.7956,187.1844,5,2013
32680,348.84,9,170.9316,177.9084,5,2013
39440,557.728,4,6.9716,550.7564,5,2013
28011,877.905,7,87.675,790.23,5,2013
32688,154.44,3,1.5444,152.8956,5,2013
27391,622.14,2,87.06,535.08,5,2013
26340,133.92,5,-6.03,139.95,5,2013
12131,234.06,2,56.16,177.9,5,2013
32687,122.97,3,60.2553,62.7147,5,2013
32685,104.85,3,28.3095,76.5405,5,2013
7926,200.66508,3,-10.59492,211.26,5,2013
27392,164.76,4,79.08,85.68,5,2013
7925,98.736,3,-0.024,98.76,5,2013
18534,72.48,1,-37.71,110.19,5,2013
32679,80.98,1,1.6196,79.3604,5,2013
39441,159.968,4,-31.9936,191.9616,5,2013
28010,206.388,4,-13.812,220.2,5,2013
39439,186.54,3,50.3658,136.1742,5,2013
26342,70.794,2,25.134,45.66,5,2013
18539,33.48,4,-24.84,58.32,5,2013
12132,56.43,3,9.54,46.89,5,2013
18533,225.495,3,-63.225,288.72,5,2013
18537,30.78,4,-30.78,61.56,5,2013
18540,27.96,2,-0.6,28.56,5,2013
19680,46.17,3,0,46.17,5,2013
10692,44.55,5,7.95,36.6,5,2013
27389,102.9,2,15.42,87.48,5,2013
32681,9.45,5,0.189,9.261,5,2013
18538,18.87,2,-9.45,28.32,5,2013
32682,18.84,3,7.1592,11.6808,5,2013
4754,61.3,5,12.2,49.1,5,2013
27390,73.2,1,5.1,68.1,5,2013
18536,21.96,3,-14.58,36.54,5,2013
39438,14.73,3,7.2177,7.5123,5,2013
29525,2051.013,5,667.113,1383.9,5,2013
17021,1236.33,3,383.22,853.11,5,2013
26656,831.1122,6,59.9922,771.12,5,2013
26659,719.9874,2,270.9474,449.04,5,2013
28912,198.045,3,-15.435,213.48,5,2013
952,585.98568,6,180.74568,405.24,5,2013
17020,426.24,3,68.13,358.11,5,2013
46719,192.84,4,46.2,146.64,5,2013
3675,283.2,5,25.4,257.8,5,2013
953,319.984,7,55.944,264.04,5,2013
1367,289.32,3,81,208.32,5,2013
13,210.64,4,50.48,160.16,5,2013
4091,128.484,3,-17.136,145.62,5,2013
9318,130.24,4,52.08,78.16,5,2013
17018,75.15,3,4.5,70.65,5,2013
3355,137.208,2,-77.752,214.96,5,2013
17022,262.14,2,28.8,233.34,5,2013
35511,128.4,3,64.2,64.2,5,2013
41046,159.98,2,57.5928,102.3872,5,2013
28911,37.395,5,4.095,33.3,5,2013
10007,84.256,4,-75.904,160.16,5,2013
9319,74.48,4,14.08,60.4,5,2013
28913,24.3,3,8.91,15.39,5,2013
46718,61.56,4,0,61.56,5,2013
3676,51.6,3,9.24,42.36,5,2013
3407,18.528,2,-8.352,26.88,5,2013
17019,33.18,2,10.92,22.26,5,2013
26657,23.1702,2,0.3102,22.86,5,2013
43740,29.61,1,10.35,19.26,5,2013
34561,10.08,4,3.528,6.552,5,2013
33903,16.99,1,4.9271,12.0629,5,2013
4351,27.66,3,13.5,14.16,5,2013
46720,17.64,4,0,17.64,5,2013
26658,6.6462,2,-0.0138,6.66,5,2013
10006,8.304,3,-2.916,11.22,5,2013
12,20.76,3,9.54,11.22,5,2013
46140,4.884,1,-7.326,12.21,5,2013
14178,1622.565,3,133.605,1488.96,5,2013
42700,527.01,1,168.63,358.38,5,2013
25366,826.2,2,27.54,798.66,5,2013
2122,286.8,3,57.36,229.44,5,2013
21803,915.12,8,137.04,778.08,5,2013
16176,1225.65,5,416.7,808.95,5,2013
36736,588.784,2,183.995,404.789,5,2013
2121,189.98,7,74.06,115.92,5,2013
42850,111.384,1,-91.896,203.28,5,2013
16177,329.94,3,16.47,313.47,5,2013
14180,136.5525,1,-6.4275,142.98,5,2013
35539,149.97,3,5.9988,143.9712,5,2013
42701,54.66,2,7.08,47.58,5,2013
42706,52.92,12,0,52.92,5,2013
5999,272.28,6,114.24,158.04,5,2013
42703,83.64,1,6.69,76.95,5,2013
42705,42.24,2,6.72,35.52,5,2013
42708,49.77,1,13.92,35.85,5,2013
42704,37.8,2,6,31.8,5,2013
6142,145.8,6,72.84,72.96,5,2013
2124,33.18,3,9.6,23.58,5,2013
2125,29.98,1,10.18,19.8,5,2013
39526,89.97,3,37.7874,52.1826,5,2013
39524,82.64,2,7.4376,75.2024,5,2013
14179,37.8,2,6,31.8,5,2013
22966,86.94,2,0,86.94,5,2013
2123,17.84,2,3,14.84,5,2013
35540,27.81,3,13.0707,14.7393,5,2013
42849,31.752,1,-17.478,49.23,5,2013
46570,46.62,1,1.38,45.24,5,2013
16175,79.08,4,33.12,45.96,5,2013
6141,74.208,2,-2.792,77,5,2013
44166,48.87,1,14.16,34.71,5,2013
39525,31.02,2,8.0652,22.9548,5,2013
5998,56.94,3,24.48,32.46,5,2013
13147,42.615,3,-0.855,43.47,5,2013
25019,33.96,4,6.72,27.24,5,2013
42699,7.26,1,2.52,4.74,5,2013
13911,285.66,6,54.18,231.48,5,2013
44687,13.932,2,-17.208,31.14,5,2013
42707,17.46,1,0.51,16.95,5,2013
42851,6.072,1,-8.808,14.88,5,2013
42702,52.08,2,17.7,34.38,5,2013
25883,750.735,5,175.035,575.7,5,2013
29489,528.93,2,188.01,340.92,5,2013
25884,85.05,6,18.81,66.24,5,2013
20193,120.717,1,12.057,108.66,5,2013
25882,89.478,2,21.858,67.62,5,2013
29488,30.51,2,8.43,22.08,5,2013
26538,3180.75,5,1081.35,2099.4,5,2013
33899,1349.85,3,364.4595,985.3905,5,2013
5010,2180.244,11,-690.536,2870.78,5,2013
1963,2509.36,7,426.58,2082.78,5,2013
46853,1057.32,6,274.86,782.46,5,2013
31535,419.68,5,-356.728,776.408,5,2013
3168,426.4,5,76.7,349.7,5,2013
41766,327.408,4,-262.032,589.44,5,2013
14331,615.15,5,24.6,590.55,5,2013
46445,474.48,12,218.16,256.32,5,2013
44536,402.96,8,36.24,366.72,5,2013
1243,887.8208,8,327.3408,560.48,5,2013
21244,248.22,2,96.78,151.44,5,2013
1247,434.04,6,39,395.04,5,2013
19289,91.95,5,4.5,87.45,5,2013
31538,177.225,5,-120.513,297.738,5,2013
14332,260.52,4,98.88,161.64,5,2013
31366,75.88,2,35.6636,40.2164,5,2013
1964,203.88,6,18.24,185.64,5,2013
44535,166.89,1,25.02,141.87,5,2013
3167,524.28,6,10.44,513.84,5,2013
44531,166.68,1,34.98,131.7,5,2013
46854,166.89,1,25.02,141.87,5,2013
44533,145.8,4,49.56,96.24,5,2013
22057,145.05,5,26.1,118.95,5,2013
8548,98.52,3,49.26,49.26,5,2013
21243,144.72,1,24.6,120.12,5,2013
33900,136.784,1,5.1294,131.6546,5,2013
15334,98.04,4,39.12,58.92,5,2013
33901,61.12,4,20.7808,40.3392,5,2013
42025,262.14,1,23.58,238.56,5,2013
19615,71.4,1,-58.56,129.96,5,2013
1965,111.28,2,6.64,104.64,5,2013
8547,38.68,2,11.2,27.48,5,2013
1241,183.12,2,21.96,161.16,5,2013
19290,25.14,2,3.24,21.9,5,2013
6071,185.26,1,33.34,151.92,5,2013
1237,54.12,6,19.92,34.2,5,2013
1236,55.36,2,1.64,53.72,5,2013
51214,61.62,2,17.22,44.4,5,2013
19616,39.42,3,-23.67,63.09,5,2013
1244,125.22,3,33.78,91.44,5,2013
15072,52.2,3,4.68,47.52,5,2013
1242,39.72,2,13.08,26.64,5,2013
42024,45.12,4,8.04,37.08,5,2013
1238,62.68,2,1.24,61.44,5,2013
17593,18.09,3,5.58,12.51,5,2013
428,62.5,5,26.8,35.7,5,2013
1239,56,5,22.9,33.1,5,2013
31539,4.044,3,-2.8308,6.8748,5,2013
1240,35.36,4,7.04,28.32,5,2013
427,39.144,2,4.544,34.6,5,2013
44534,13.86,1,3.3,10.56,5,2013
31537,31.984,2,11.1944,20.7896,5,2013
44532,14.37,1,3,11.37,5,2013
45502,17.1,2,2.22,14.88,5,2013
50370,22.38,2,10.02,12.36,5,2013
31534,25.92,5,9.396,16.524,5,2013
1245,23.6,4,10.56,13.04,5,2013
33898,14.94,3,7.0218,7.9182,5,2013
1246,39.5,1,5.12,34.38,5,2013
3381,25.42,1,9.4,16.02,5,2013
31536,11.688,3,-4.6752,16.3632,5,2013
31540,7.408,2,1.2038,6.2042,5,2013
35750,1279.165,5,225.735,1053.43,5,2013
401,554.16,5,-124.74,678.9,5,2013
6796,550.4,4,242.16,308.24,5,2013
44567,341.28,6,3.24,338.04,5,2013
21601,1386.63,7,360.36,1026.27,5,2013
37233,177.48,3,19.9665,157.5135,5,2013
7427,375.76,5,-51.74,427.5,5,2013
37234,71.976,3,8.997,62.979,5,2013
6795,55.74,3,19.5,36.24,5,2013
35751,27.92,4,0.5584,27.3616,5,2013
44568,30.12,1,5.7,24.42,5,2013
15378,55.56,2,13.86,41.7,5,2013
35749,43.96,2,20.6612,23.2988,5,2013
35748,25.4,5,8.636,16.764,5,2013
37232,25.4,5,8.636,16.764,5,2013
15377,19.41,1,8.91,10.5,5,2013
29497,31.7046,2,-4.2354,35.94,5,2013
29499,30.1941,3,-15.4359,45.63,5,2013
20367,23.112,1,-15.408,38.52,5,2013
44217,8.4,1,0.06,8.34,5,2013
29498,7.632,3,-4.518,12.15,5,2013
7956,8.136,2,-4.904,13.04,5,2013
21339,677.6352,2,211.2552,466.38,5,2013
23140,750.195,5,-41.805,792,5,2013
13209,1484.544,4,-241.296,1725.84,5,2013
21338,357.3648,6,124.8048,232.56,5,2013
21340,309.3825,5,81.9825,227.4,5,2013
17097,397.74,7,59.64,338.1,5,2013
24869,209.7,3,0,209.7,5,2013
17786,171.558,2,47.598,123.96,5,2013
47442,84.66,1,-33.87,118.53,5,2013
19694,129,5,55.35,73.65,5,2013
30869,143.16,1,28.62,114.54,5,2013
33062,109.8,9,46.116,63.684,5,2013
30868,100.92,2,45.36,55.56,5,2013
10598,219.6,8,-140.64,360.24,5,2013
29899,78.66,2,33,45.66,5,2013
5098,54.32,7,0.56,53.76,5,2013
29723,117.6,5,-82.35,199.95,5,2013
2866,118.24,4,43.68,74.56,5,2013
11872,69.6,4,6.24,63.36,5,2013
21341,21.3219,3,-8.1081,29.43,5,2013
20969,150.1278,2,-82.1922,232.32,5,2013
13914,114,10,17.1,96.9,5,2013
23141,23.598,2,0.498,23.1,5,2013
5099,46.272,4,9.792,36.48,5,2013
13122,108.36,7,30.24,78.12,5,2013
13121,70.56,3,1.35,69.21,5,2013
21337,22.0056,1,-10.8144,32.82,5,2013
33060,35.06,2,10.518,24.542,5,2013
15960,18.66,2,-0.78,19.44,5,2013
28929,64.2,4,5.04,59.16,5,2013
10597,40.32,7,-8.19,48.51,5,2013
25010,8.7399,1,-0.0201,8.76,5,2013
33063,9.82,2,4.8118,5.0082,5,2013
10599,21.105,1,-13.515,34.62,5,2013
49248,29.196,2,-36.984,66.18,5,2013
47443,8.928,1,-12.522,21.45,5,2013
10596,11.25,2,-9.45,20.7,5,2013
35384,11.784,3,3.9771,7.8069,5,2013
13913,12.36,1,1.23,11.13,5,2013
49247,4.194,1,-7.146,11.34,5,2013
33984,3.98,5,-6.567,10.547,5,2013
33061,4.13,1,1.8998,2.2302,5,2013
35383,20.952,3,7.0713,13.8807,5,2013
49473,7.56,1,-5.55,13.11,5,2013
35382,302.384,2,30.2384,272.1456,5,2013
17765,2671.41,7,534.24,2137.17,5,2013
41226,2799.96,5,944.9865,1854.9735,5,2013
13841,1459.68,4,335.64,1124.04,5,2013
19211,494.1,9,88.83,405.27,5,2013
26958,1078.08,2,366.54,711.54,5,2013
26104,575.694,2,57.534,518.16,5,2013
20873,804.168,6,-89.352,893.52,5,2013
40033,535.41,3,160.623,374.787,5,2013
26103,447.876,2,129.336,318.54,5,2013
15330,154.26,3,13.86,140.4,5,2013
23896,875.016,8,311.016,564,5,2013
15729,324.072,7,24.192,299.88,5,2013
19213,218.025,5,89.625,128.4,5,2013
17198,721.395,5,33.945,687.45,5,2013
19214,149.58,3,0,149.58,5,2013
17202,312.0435,3,51.3135,260.73,5,2013
37334,113.94,6,54.6912,59.2488,5,2013
13842,249.21,3,112.14,137.07,5,2013
40370,279.95,5,67.188,212.762,5,2013
37104,87.168,2,8.7168,78.4512,5,2013
17197,187.38,9,76.68,110.7,5,2013
37335,129.92,4,5.1968,124.7232,5,2013
23895,164.025,5,5.325,158.7,5,2013
50535,26.64,4,2.28,24.36,5,2013
15679,166.05,3,26.55,139.5,5,2013
7566,88.3,5,11.4,76.9,5,2013
19212,70.95,5,14.1,56.85,5,2013
4607,29.28,1,-11.72,41,5,2013
17764,69.444,2,-16.236,85.68,5,2013
4608,43.164,3,-5.796,48.96,5,2013
17201,184.437,3,59.427,125.01,5,2013
1468,59.136,2,3.696,55.44,5,2013
43122,63.84,4,23.52,40.32,5,2013
4605,37.716,7,-5.124,42.84,5,2013
36627,63.94,1,24.9366,39.0034,5,2013
37105,31.744,2,8.3328,23.4112,5,2013
17199,76.32,3,6.84,69.48,5,2013
49820,81.24,4,26.76,54.48,5,2013
19498,67.788,2,-23.292,91.08,5,2013
40898,239.5,5,114.96,124.54,5,2013
277,105.12,8,8.32,96.8,5,2013
278,126.96,4,60.88,66.08,5,2013
12995,23.355,3,-1.935,25.29,5,2013
4148,120.08,1,34.82,85.26,5,2013
49821,97.92,1,0.96,96.96,5,2013
5849,92.736,4,4.576,88.16,5,2013
10272,50.784,4,-15.296,66.08,5,2013
36628,60.6,5,20.4525,40.1475,5,2013
50536,43.56,4,16.92,26.64,5,2013
37333,42.6,3,16.614,25.986,5,2013
10271,42.048,8,-54.752,96.8,5,2013
37103,12.192,3,4.1148,8.0772,5,2013
50537,47.34,1,15.12,32.22,5,2013
4606,132.804,7,-4.536,137.34,5,2013
1467,15.24,2,4.56,10.68,5,2013
41225,24.27,3,8.7372,15.5328,5,2013
26957,49.5,3,1.44,48.06,5,2013
13843,46.44,4,3.24,43.2,5,2013
44954,43.56,6,15.12,28.44,5,2013
4604,15.228,3,1.248,13.98,5,2013
43823,11.172,1,-5.328,16.5,5,2013
17200,45.96,4,8.64,37.32,5,2013
16673,20.19,1,6.66,13.53,5,2013
29018,40.338,1,1.338,39,5,2013
36629,22.72,4,6.5888,16.1312,5,2013
15730,212.139,9,94.149,117.99,5,2013
13844,21.78,3,7.56,14.22,5,2013
35085,62.376,3,7.0173,55.3587,5,2013
44953,29.01,1,3.18,25.83,5,2013
4147,15.74,1,7.54,8.2,5,2013
40369,16.56,2,7.7832,8.7768,5,2013
49822,17.52,1,5.43,12.09,5,2013
20874,15.957,3,-1.143,17.1,5,2013
37336,5.28,3,2.5344,2.7456,5,2013
47888,9,1,1.26,7.74,5,2013
35084,3.912,1,1.0269,2.8851,5,2013
2526,6.714,3,-14.586,21.3,5,2013
1563,5.856,1,1.016,4.84,5,2013
38963,5399.91,9,2591.9568,2807.9532,5,2013
3866,1715.056,7,300.076,1414.98,5,2013
4781,1130.832,6,-169.728,1300.56,5,2013
15711,420.687,1,-14.043,434.73,5,2013
39453,239.372,2,-23.9372,263.3092,5,2013
6684,123.34,7,61.6,61.74,5,2013
35600,59.752,7,19.4194,40.3326,5,2013
3865,321.636,7,-176.904,498.54,5,2013
4782,286.9204,2,3.8004,283.12,5,2013
16198,77.94,6,-71.82,149.76,5,2013
4783,145.26,3,-38.76,184.02,5,2013
14719,487.62,6,243.72,243.9,5,2013
3864,100.68,3,14.04,86.64,5,2013
40218,52.68,3,19.755,32.925,5,2013
16197,23.55,1,-9.9,33.45,5,2013
38962,30.4,1,13.984,16.416,5,2013
38964,119.1,3,34.539,84.561,5,2013
46171,19.14,1,4.2,14.94,5,2013
40219,11.568,3,2.6028,8.9652,5,2013
46172,40.26,2,10.44,29.82,5,2013
47409,4.38,1,-4.38,8.76,5,2013
47221,2832.96,8,311.52,2521.44,5,2013
39080,876.3,10,-292.1,1168.4,5,2013
24380,1403.082,6,296.082,1107,5,2013
17851,1268.784,3,14.094,1254.69,5,2013
12593,534.6,8,17.64,516.96,5,2013
24379,459.513,3,5.103,454.41,5,2013
10493,343.95,5,10.2,333.75,5,2013
27762,741.852,2,271.992,469.86,5,2013
37431,192.8,4,55.912,136.888,5,2013
40165,686.4,2,77.22,609.18,5,2013
37606,629.184,8,228.0792,401.1048,5,2013
37605,650.352,3,-97.5528,747.9048,5,2013
24186,422.82,3,12.6,410.22,5,2013
17886,382.401,3,67.941,314.46,5,2013
12632,246.72,5,30.72,216,5,2013
15155,553.365,5,92.115,461.25,5,2013
31999,209.88,3,35.6796,174.2004,5,2013
10495,206.43,7,26.67,179.76,5,2013
15154,534.357,3,-0.063,534.42,5,2013
39081,185.376,2,-34.758,220.134,5,2013
335,295.92,9,133.02,162.9,5,2013
46730,228.78,2,36.6,192.18,5,2013
13459,123.75,5,-42.15,165.9,5,2013
44363,59.58,2,13.08,46.5,5,2013
27169,114.78,2,19.5,95.28,5,2013
49527,63.84,4,6.36,57.48,5,2013
24347,108.216,4,-45.144,153.36,5,2013
39079,45.248,2,3.9592,41.2888,5,2013
5268,158.1,5,60,98.1,5,2013
49530,60.96,2,5.46,55.5,5,2013
5269,100.22,1,41.08,59.14,5,2013
7312,30.48,4,14.32,16.16,5,2013
491,78.3,5,13.3,65,5,2013
38071,38.88,6,18.6624,20.2176,5,2013
10496,29.28,1,1.44,27.84,5,2013
5115,72.24,4,25.28,46.96,5,2013
34242,38.29,7,16.4647,21.8253,5,2013
7311,49.02,3,9.3,39.72,5,2013
31157,35.892,2,-0.048,35.94,5,2013
3598,32.112,6,-18.288,50.4,5,2013
37604,47.952,3,16.7832,31.1688,5,2013
10494,14.19,1,2.97,11.22,5,2013
27760,40.068,4,-1.452,41.52,5,2013
45136,58.968,2,-76.692,135.66,5,2013
38025,50.496,6,8.2056,42.2904,5,2013
37603,104.784,1,-14.4078,119.1918,5,2013
24187,20.16,3,1.17,18.99,5,2013
40619,66.112,4,-84.2928,150.4048,5,2013
37602,17.584,7,-4.1762,21.7602,5,2013
49529,29.49,1,3.81,25.68,5,2013
31158,12.636,2,-4.884,17.52,5,2013
27761,15.12,1,3.69,11.43,5,2013
29941,26.4,2,8.7,17.7,5,2013
45987,15.48,4,1.44,14.04,5,2013
40618,11.376,3,-5.688,17.064,5,2013
37607,15.176,1,5.3116,9.8644,5,2013
49528,19.2,4,5.76,13.44,5,2013
490,14.6,2,5.68,8.92,5,2013
38069,7.712,2,2.7956,4.9164,5,2013
5267,17.76,2,1.56,16.2,5,2013
31961,10.74,3,5.2626,5.4774,5,2013
38070,4.176,1,1.305,2.871,5,2013
492,8.88,2,3.72,5.16,5,2013
32523,182.94,3,3.6588,179.2812,5,2013
15095,244.65,5,122.25,122.4,5,2013
43066,284.16,2,45.42,238.74,5,2013
7032,344.6,5,93,251.6,5,2013
31005,618.732,6,-31.068,649.8,5,2013
43069,265.68,4,2.64,263.04,5,2013
43065,283.26,1,8.49,274.77,5,2013
31008,545.04,2,-145.38,690.42,5,2013
24683,379.386,2,-119.274,498.66,5,2013
42873,138.57,1,45.72,92.85,5,2013
32520,78.15,1,34.386,43.764,5,2013
32524,193.86,2,11.6316,182.2284,5,2013
9001,891.12,5,89.02,802.1,5,2013
44936,207.36,1,35.25,172.11,5,2013
32519,113.79,3,20.4822,93.3078,5,2013
32830,212.88,6,0,212.88,5,2013
44937,105.66,6,52.74,52.92,5,2013
31007,99.972,2,-26.688,126.66,5,2013
7034,91,5,14.5,76.5,5,2013
7033,59.52,4,14.24,45.28,5,2013
7023,48.06,3,16.32,31.74,5,2013
44938,90.42,2,27.12,63.3,5,2013
37074,104.85,1,50.328,54.522,5,2013
43067,48.66,1,22.86,25.8,5,2013
576,102.9,7,27.72,75.18,5,2013
12388,116.31,1,52.32,63.99,5,2013
16516,82.35,3,23.04,59.31,5,2013
18422,142.56,3,69.84,72.72,5,2013
43068,29.37,1,10.26,19.11,5,2013
8965,67.64,2,32.44,35.2,5,2013
26824,33.93,1,7.8,26.13,5,2013
8966,48.4,5,6.7,41.7,5,2013
32522,40.56,4,19.8744,20.6856,5,2013
12525,49.02,2,19.56,29.46,5,2013
1192,57.6,3,-33.6,91.2,5,2013
3044,32.98,1,15.82,17.16,5,2013
18423,34.29,3,14.67,19.62,5,2013
738,37.32,3,4.8,32.52,5,2013
41573,39.6,2,9.06,30.54,5,2013
12524,37.026,1,9.126,27.9,5,2013
49342,23.712,4,-8.928,32.64,5,2013
8792,30.6,3,0,30.6,5,2013
37073,15.528,3,5.823,9.705,5,2013
8791,17.48,2,4.88,12.6,5,2013
41575,45.21,1,13.56,31.65,5,2013
31006,10.152,2,0.972,9.18,5,2013
49343,18.816,2,-27.324,46.14,5,2013
41574,27.63,1,4.14,23.49,5,2013
6697,6.72,1,-1.24,7.96,5,2013
32521,1.728,1,0.6048,1.1232,5,2013
1526,98.96,4,13.84,85.12,6,2013
15568,965.0475,3,-68.1525,1033.2,6,2013
15414,1508.256,8,-980.544,2488.8,6,2013
20513,998.1,3,419.13,578.97,6,2013
50206,1582.38,6,680.4,901.98,6,2013
8874,333.66,3,13.32,320.34,6,2013
5819,789.6,7,149.94,639.66,6,2013
24835,199.26,4,2.1,197.16,6,2013
25697,132.5925,5,11.0925,121.5,6,2013
50257,115.38,2,5.76,109.62,6,2013
24834,203.904,2,2.244,201.66,6,2013
25696,313.5204,3,-30.0996,343.62,6,2013
37106,132.224,4,-18.1808,150.4048,6,2013
25698,170.1168,4,63.4368,106.68,6,2013
15567,62.64,3,18.72,43.92,6,2013
42358,109.98,1,5.49,104.49,6,2013
25695,543.3507,9,-481.8393,1025.19,6,2013
50254,134.91,1,6.72,128.19,6,2013
13174,84.9,5,32.25,52.65,6,2013
50256,33.3,2,9.3,24,6,2013
16958,153.63,1,40.95,112.68,6,2013
50255,29.67,1,2.67,27,6,2013
29932,98.46,2,45.24,53.22,6,2013
42429,24.51,1,5.61,18.9,6,2013
42428,27.93,1,3.06,24.87,6,2013
49801,66.84,4,2.64,64.2,6,2013
49017,14.7,2,4.5,10.2,6,2013
49541,19.2,1,-12.96,32.16,6,2013
50207,17.01,1,7.98,9.03,6,2013
8704,18.24,2,1.64,16.6,6,2013
5818,19.86,1,2.58,17.28,6,2013
50205,10.8,1,2.79,8.01,6,2013
20514,11.4,1,0.21,11.19,6,2013
22071,1976.562,9,592.812,1383.75,6,2013
14023,621.18,2,236.04,385.14,6,2013
4948,664.36,2,166.08,498.28,6,2013
49694,829.32,4,215.52,613.8,6,2013
9557,395.32776,2,50.68776,344.64,6,2013
3887,170.14956,1,-43.07044,213.22,6,2013
43315,184.92,1,24.03,160.89,6,2013
4949,381.6,8,175.52,206.08,6,2013
44487,158.16,4,72.72,85.44,6,2013
49692,230.04,4,9.12,220.92,6,2013
4443,82.16,2,22.16,60,6,2013
49693,394.56,8,43.2,351.36,6,2013
29664,220.185,6,73.305,146.88,6,2013
11690,184.38,7,92.19,92.19,6,2013
32215,149.352,3,50.4063,98.9457,6,2013
14022,45.09,1,22.53,22.56,6,2013
4442,49.02,3,8.82,40.2,6,2013
3889,27.392,1,-4.128,31.52,6,2013
49691,92.16,4,11.04,81.12,6,2013
8288,37.152,9,-7.488,44.64,6,2013
3888,19.296,2,2.856,16.44,6,2013
32216,12.992,1,-0.812,13.804,6,2013
2541,14.592,2,-0.008,14.6,6,2013
4441,14.4,3,3.42,10.98,6,2013
22422,657.396,4,-29.244,686.64,6,2013
40613,769.184,4,-163.4516,932.6356,6,2013
12335,259.5,5,57,202.5,6,2013
22420,120.042,6,46.602,73.44,6,2013
22421,158.22,4,26.34,131.88,6,2013
31385,158.368,7,13.8572,144.5108,6,2013
23717,175.92,2,73.86,102.06,6,2013
25532,241.488,2,5.328,236.16,6,2013
22419,100.008,1,9.978,90.03,6,2013
26203,126.9675,5,-60.0825,187.05,6,2013
40612,118.782,3,-27.7158,146.4978,6,2013
25531,84.78,2,15.06,69.72,6,2013
48472,18.87,1,4.71,14.16,6,2013
22418,26.433,1,11.733,14.7,6,2013
46249,14.19,1,2.97,11.22,6,2013
38411,1685.88,6,320.3172,1365.5628,6,2013
19906,535.653,3,232.083,303.57,6,2013
11881,668.34,2,267.3,401.04,6,2013
434,987.56,7,29.54,958.02,6,2013
34117,298.776,3,7.4694,291.3066,6,2013
25680,307.0494,2,-73.1106,380.16,6,2013
13936,172.53,1,86.25,86.28,6,2013
13935,86.94,2,4.32,82.62,6,2013
40049,177.48,3,19.9665,157.5135,6,2013
